	initial	parent	pa	fragment	fa	lost	la	nr	bb	bbind
3413	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O	[CH2:0]1[CH2:1][c:2]2[c:3]([cH:4][cH:5][c:6]([F:8])[cH:7]2)[O:9][CH:10]1[CH:11]([CH2:12][NH:13][CH2:14][CH:15]([CH:16]1[CH2:17][CH2:18][c:19]2[c:20]([cH:22][cH:23][c:24]([F:26])[cH:25]2)[O:21]1)[OH:27])[OH:28]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28})	[CH3:17][CH2:18][c:19]1[cH:20][cH:22][cH:23][c:24]([F:26])[cH:25]1	frozenset({17, 18, 19, 20, 22, 23, 24, 25, 26})	[CH2:0]1[CH2:1][c:2]2[c:3]([cH:4][cH:5][c:6]([F:8])[cH:7]2)[O:9][CH:10]1[CH:11]([CH2:12][NH:13][CH2:14][CH:15]([CH2:16][OH:21])[OH:27])[OH:28]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21, 27, 28})	1	2	"[[""16"", ""17""], [""20"", ""21""]]"
3414	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O	[CH2:0]1[CH2:1][c:2]2[c:3]([cH:4][cH:5][c:6]([F:8])[cH:7]2)[O:9][CH2:10]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[CH3:0][CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([F:8])[cH:7]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8})	[OH:9][CH3:10]	frozenset({9, 10})	1	2	[['10', '0'], ['3', '9']]
3415	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O	[CH2:0]1[CH2:1][c:2]2[c:3]([cH:4][cH:5][c:6]([F:8])[cH:7]2)[O:9][CH2:10]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[CH3:0][CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([F:8])[cH:7]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8})	[OH:9][CH3:10]	frozenset({9, 10})	1	2	"[[""10"", ""0""], [""3"", ""9""]]"
3416	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O	[CH2:16]1[CH2:17][CH2:18][c:19]2[c:20]([cH:22][cH:23][c:24]([F:26])[cH:25]2)[O:21]1	frozenset({16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26})	[CH3:17][CH2:18][c:19]1[cH:20][cH:22][cH:23][c:24]([F:26])[cH:25]1	frozenset({17, 18, 19, 20, 22, 23, 24, 25, 26})	[CH3:16][OH:21]	frozenset({16, 21})	1	2	[['16', '17'], ['20', '21']]
3417	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O	[CH2:16]1[CH2:17][CH2:18][c:19]2[c:20]([cH:22][cH:23][c:24]([F:26])[cH:25]2)[O:21]1	frozenset({16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26})	[CH3:17][CH2:18][c:19]1[cH:20][cH:22][cH:23][c:24]([F:26])[cH:25]1	frozenset({17, 18, 19, 20, 22, 23, 24, 25, 26})	[CH3:16][OH:21]	frozenset({16, 21})	1	2	"[[""16"", ""17""], [""20"", ""21""]]"
3418	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3	[CH3:0][N:1]1[CH2:2][CH2:3][O:4][CH:5]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[CH2:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[CH3:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH3:0][NH:1][CH2:2][CH2:3][OH:4]	frozenset({0, 1, 2, 3, 4})	1	2	[['4', '5'], ['12', '1']]
3419	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3	[CH3:0][N:1]1[CH2:2][CH2:3][O:4][CH:5]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[CH2:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[CH3:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH3:0][NH:1][CH2:2][CH2:3][OH:4]	frozenset({0, 1, 2, 3, 4})	1	2	"[[""4"", ""5""], [""12"", ""1""]]"
3420	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3	[CH3:0][N:1]1[CH2:2][CH2:3][O:4][CH:5]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[CH2:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18})	[CH3:0][N:1]([CH2:2][CH2:3][OH:4])[CH3:12]	frozenset({0, 1, 2, 3, 4, 12})	1	2	[['4', '5'], ['11', '12']]
3421	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3	[CH3:0][N:1]1[CH2:2][CH2:3][O:4][CH:5]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[CH2:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18})	[CH3:0][N:1]([CH2:2][CH2:3][OH:4])[CH3:12]	frozenset({0, 1, 2, 3, 4, 12})	1	2	"[[""4"", ""5""], [""11"", ""12""]]"
3422	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[CH3:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18})	[CH4:12]	frozenset({12})	1	1	[['11', '12']]
3423	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[CH3:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18})	[CH4:12]	frozenset({12})	1	1	"[[""11"", ""12""]]"
3424	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH:11][cH:10][cH2:9]	frozenset({0, 1, 2, 3, 4, 5, 6, 9, 10, 11})	[cH2:7][nH:8]	frozenset({8, 7})	1	2	[['6', '7'], ['8', '9']]
3425	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH:11][cH:10][cH2:9]	frozenset({0, 1, 2, 3, 4, 5, 6, 9, 10, 11})	[cH2:7][nH:8]	frozenset({8, 7})	1	2	"[[""6"", ""7""], [""8"", ""9""]]"
3426	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]([cH2:7])[cH:11][cH2:10]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 10, 11})	[nH:8][cH2:9]	frozenset({8, 9})	1	2	[['7', '8'], ['9', '10']]
3427	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]([cH2:7])[cH:11][cH2:10]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 10, 11})	[nH:8][cH2:9]	frozenset({8, 9})	1	2	"[[""7"", ""8""], [""9"", ""10""]]"
3428	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][NH2:1]	frozenset({0, 1})	1	2	[['1', '2'], ['5', '1']]
3429	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][NH2:1]	frozenset({0, 1})	1	2	"[[""1"", ""2""], [""5"", ""1""]]"
3430	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:11]	frozenset({0, 1, 2, 3, 4, 5, 6, 11})	[cH2:7][n:8][cH:9][cH2:10]	frozenset({8, 9, 10, 7})	1	2	[['6', '7'], ['10', '11']]
3431	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:11]	frozenset({0, 1, 2, 3, 4, 5, 6, 11})	[cH2:7][n:8][cH:9][cH2:10]	frozenset({8, 9, 10, 7})	1	2	"[[""6"", ""7""], [""10"", ""11""]]"
3432	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7})	[nH:8][cH:9][cH:10][cH2:11]	frozenset({8, 9, 10, 11})	1	2	[['11', '6'], ['7', '8']]
3433	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7})	[nH:8][cH:9][cH:10][cH2:11]	frozenset({8, 9, 10, 11})	1	2	"[[""11"", ""6""], [""7"", ""8""]]"
3434	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][NH:1][CH2:2][CH3:3]	frozenset({0, 1, 2, 3})	1	2	[['3', '4'], ['5', '1']]
3435	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][NH:1][CH2:2][CH3:3]	frozenset({0, 1, 2, 3})	1	2	"[[""3"", ""4""], [""5"", ""1""]]"
3436	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	1	1	[['5', '6']]
3437	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	1	1	"[[""5"", ""6""]]"
3438	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	1	1	[['5', '6']]
3439	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	1	1	"[[""5"", ""6""]]"
3440	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]([cH2:7])[cH:11][cH2:10]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7})	[cH2:10][cH2:11]	frozenset({10, 11})	1	1	[['11', '6']]
3441	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]([cH2:7])[cH:11][cH2:10]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7})	[cH2:10][cH2:11]	frozenset({10, 11})	1	1	"[[""11"", ""6""]]"
3442	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]([cH2:7])[cH:11][cH2:10]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH:6]([cH2:7])[cH:11][cH2:10]	frozenset({10, 11, 6, 7})	1	1	[['5', '6']]
3443	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[c:6]([cH2:7])[cH:11][cH2:10]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH:6]([cH2:7])[cH:11][cH2:10]	frozenset({10, 11, 6, 7})	1	1	"[[""5"", ""6""]]"
3444	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH2:6][cH2:7]	frozenset({6, 7})	1	1	[['5', '6']]
3445	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH2:6][cH2:7]	frozenset({6, 7})	1	1	"[[""5"", ""6""]]"
3446	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH:11][cH:10][cH2:9]	frozenset({0, 1, 2, 3, 4, 5, 6, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:11]	frozenset({0, 1, 2, 3, 4, 5, 6, 11})	[cH2:9][cH2:10]	frozenset({9, 10})	1	1	[['10', '11']]
3447	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH:11][cH:10][cH2:9]	frozenset({0, 1, 2, 3, 4, 5, 6, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:11]	frozenset({0, 1, 2, 3, 4, 5, 6, 11})	[cH2:9][cH2:10]	frozenset({9, 10})	1	1	"[[""10"", ""11""]]"
3448	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH:11][cH:10][cH2:9]	frozenset({0, 1, 2, 3, 4, 5, 6, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH2:6][cH:11][cH:10][cH2:9]	frozenset({9, 10, 11, 6})	1	1	[['5', '6']]
3449	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH:11][cH:10][cH2:9]	frozenset({0, 1, 2, 3, 4, 5, 6, 9, 10, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH2:6][cH:11][cH:10][cH2:9]	frozenset({9, 10, 11, 6})	1	1	"[[""5"", ""6""]]"
3450	CN1CCCC1C2=CN=CC=C2	[CH3:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	[CH3:4][CH3:5]	frozenset({4, 5})	1	1	[['5', '6']]
3451	CN1CCCC1C2=CN=CC=C2	[CH3:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	[CH3:4][CH3:5]	frozenset({4, 5})	1	1	"[[""5"", ""6""]]"
3452	CN1CCCC1C2=CN=CC=C2	[CH3:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11})	[CH3:2][CH3:3]	frozenset({2, 3})	1	1	[['3', '4']]
3453	CN1CCCC1C2=CN=CC=C2	[CH3:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11})	[CH3:2][CH3:3]	frozenset({2, 3})	1	1	"[[""3"", ""4""]]"
3454	CN1CCCC1C2=CN=CC=C2	[CH3:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	[CH3:2][CH2:3][CH2:4][CH3:5]	frozenset({2, 3, 4, 5})	1	1	[['5', '6']]
3455	CN1CCCC1C2=CN=CC=C2	[CH3:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[cH:6]1[cH:7][n:8][cH:9][cH:10][cH:11]1	frozenset({6, 7, 8, 9, 10, 11})	[CH3:2][CH2:3][CH2:4][CH3:5]	frozenset({2, 3, 4, 5})	1	1	"[[""5"", ""6""]]"
3456	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:11]	frozenset({0, 1, 2, 3, 4, 5, 6, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH2:6][cH2:11]	frozenset({11, 6})	1	1	[['5', '6']]
3457	CN1CCCC1C2=CN=CC=C2	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[cH:6][cH2:11]	frozenset({0, 1, 2, 3, 4, 5, 6, 11})	[CH3:0][N:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1	frozenset({0, 1, 2, 3, 4, 5})	[cH2:6][cH2:11]	frozenset({11, 6})	1	1	"[[""5"", ""6""]]"
3458	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC	[CH3:0][C:1]1=[C:2]([C:21](=[O:22])[O:23][CH3:24])[CH:3]([c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[N+:18](=[O:19])[O-:20])[C:4]([C:8](=[O:9])[O:10][CH3:11])=[C:5]([CH3:7])[NH:6]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24})	[cH:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[N+:18](=[O:19])[O-:20]	frozenset({12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][C:1]1=[C:2]([C:21](=[O:22])[O:23][CH3:24])[CH2:3][C:4]([C:8](=[O:9])[O:10][CH3:11])=[C:5]([CH3:7])[NH:6]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 22, 23, 24})	1	1	[['3', '12']]
3459	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC	[CH3:0][C:1]1=[C:2]([C:21](=[O:22])[O:23][CH3:24])[CH:3]([c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[N+:18](=[O:19])[O-:20])[C:4]([C:8](=[O:9])[O:10][CH3:11])=[C:5]([CH3:7])[NH:6]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24})	[cH:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[N+:18](=[O:19])[O-:20]	frozenset({12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][C:1]1=[C:2]([C:21](=[O:22])[O:23][CH3:24])[CH2:3][C:4]([C:8](=[O:9])[O:10][CH3:11])=[C:5]([CH3:7])[NH:6]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21, 22, 23, 24})	1	1	"[[""3"", ""12""]]"
